name,url,country,province,thumbnail,average_tuition,average_tuition_currency,logo,type,Number of Students,International Students,University Type,Number of Academician,Erasmus,Scholarship Ratio,Urap Standings,Placement Rate,Technology Office,Student/Academician,Entrepreneurship Index Score,Library Area,Ar-Ge Expense,programs,features,address
Aizu University,https://univerlist.com/aizu-university/,Japan,Aizuwakamatsu,https://univerlist.com/media/cache/31/c7/31c7df39e038569d12a74ba987f803ec.webp,"452,500",JPY,https://univerlist.com/media/cache/a1/53/a15336942c0ef8b50181010df2304b6a.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],"[""Clubs and Societies"", ""Student House"", ""Dormitory"", ""Gym"", ""Student Central"", ""Library""]",Aizu University
University of Bordeaux,https://univerlist.com/university-of-bordeaux/,France,Bordeaux,https://univerlist.com/media/cache/18/7a/187ab37d42ab9b0dd67f56dd602b207a.webp,"66,425",EUR,https://univerlist.com/media/cache/3e/e1/3ee1a64019c55a82e75d48a1cd4b6d3a.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Fitness Center"", ""Car Park"", ""Security"", ""Health Center"", ""Copy Center"", ""Conference Hall"", ""Gym"", ""Cafeteria"", ""Career Office"", ""Student Central"", ""Academic Counseling"", ""Library""]",University of Bordeaux
Drexel University,https://univerlist.com/drexel-university/,United States of America,Philadelphia,https://univerlist.com/media/cache/07/09/07095dd348a635137808e75641613877.webp,,USD,https://univerlist.com/media/cache/46/e5/46e53e316a0afd018bb95ee8305cfd8c.webp,Private,,,Private,,Yes,None,,-,No,,,,,"[{'program_name': 'Architecture', 'language': 'English', 'year': '2', 'tuition': '-'}]","[""Fitness Center"", ""Car Park"", ""Cinema"", ""Drawing Centre"", ""Copy Center"", ""Student House"", ""Career Office"", ""Gallery"", ""Theatre"", ""Library""]",3141 Chestnut St Philadelphia PA 19104 United States
Roskilde University,https://univerlist.com/roskilde-university/,Denmark,Roskilde,https://univerlist.com/media/cache/3a/89/3a891c508144791f1c73f9f1244b5afa.webp,"690,130",EUR,https://univerlist.com/media/cache/87/dc/87dc771da99d33bf0bb1208bd8b2012b.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Athletics Field"", ""It Services"", ""Walking Track"", ""Print Centre"", ""Fitness Center"", ""Clubs and Societies"", ""Security"", ""Health Center"", ""Refectory"", ""Conference Hall"", ""Student House"", ""Dormitory"", ""Cafeteria"", ""Career Office"", ""Research Laboratory"", ""Art Center"", ""Library""]",Roskilde University
Queens University,https://univerlist.com/queens-university/,Canada,Kingston,https://univerlist.com/media/cache/c6/b8/c6b860f8dca6771b472d5f4105538a0d.webp,"1,514,725",CAD,https://univerlist.com/media/cache/c1/c6/c1c6e3d9203b07476165eb4f92c96cb4.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],"[""Biomechanics Laboratory"", ""Music Studio"", ""Clubs and Societies"", ""Security"", ""Health Center"", ""Copy Center"", ""Student House"", ""Cafeteria"", ""Virtual Library"", ""Sport Center"", ""Library""]",Queens University
Universite Jean Moulin Lyon 3,https://univerlist.com/universite-jean-moulin-lyon-3/,France,Lyon,https://univerlist.com/media/cache/ad/28/ad28f2527f61e0fff7b20f0de27cc743.webp,"456,745",USD,https://univerlist.com/media/cache/1c/d0/1cd007a778d7b4fded7fb3bef090277f.webp,Public,29.000,6.3,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Bank"", ""Walking Track"", ""Car Park"", ""Security"", ""Health Center"", ""Cafeteria"", ""Career Office"", ""Student Central"", ""Library""]",Universite Jean Moulin Lyon 3
Cardinal Stefan Wyszynski University Warsaw,https://univerlist.com/cardinal-stefan-wyszynski-university-warsaw/,Poland,Warsaw,https://univerlist.com/media/cache/cd/58/cd58f893c95c86cf0f570d3fc3ed177b.webp,"530,413",USD,https://univerlist.com/media/cache/d5/da/d5da1d79699d3bc32fcbd9013bc05742.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Nursing', 'language': 'English', 'year': '3', 'tuition': None}]","[""Athletics Field"", ""Security"", ""Refectory"", ""Conference Hall"", ""Dormitory"", ""Radio Studio"", ""Exercise and Sport Performance Centre"", ""Dining Hall"", ""Theatre"", ""Library""]","Cardinal Stefan Wyszyński University in WarsawDewajtis 5 St.01-815 Warsaw, Poland"
University of Oregon,https://univerlist.com/university-of-oregon/,United States of America,Eugene,https://univerlist.com/media/cache/97/ac/97acec54af9ad343207cadf709da5986.webp,"2,613,611",USD,https://univerlist.com/media/cache/b5/b1/b5b1d302cc01c47281641fab25d58e3d.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Biology', 'language': 'English', 'year': '4', 'tuition': None}]",[],1585 E 13th Ave Eugene OR 97403 United States
Georgia State University,https://univerlist.com/georgia-state-university/,United States of America,Atlanta,https://univerlist.com/media/cache/aa/ab/aaab2c990cc0b5461e99774362f13172.webp,"1,765,907",USD,https://univerlist.com/media/cache/fc/10/fc10cd4ca3aa6f85f613360f60949787.webp,Private,25.070,,Private,,No,None,,-,Yes,,,,,[],"[""Student House"", ""Dormitory"", ""Strategy Games Room"", ""Gym"", ""Film Studio"", ""Virtual Library"", ""Career Office"", ""Research Laboratory"", ""Library""]",Atlanta GA 30302 United States
Metropolitan University College,https://univerlist.com/metropolitan-university-college/,Denmark,Copenhagen,https://univerlist.com/media/cache/a3/1e/a31e3f8c3511a1618978fa4f5381bee6.webp,"862,662",EUR,https://univerlist.com/media/cache/1e/45/1e45dc5831f656fb4f4e2b92ed35fa7f.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Biomechanics Laboratory"", ""Sport and Exercise Psychology Laboratories"", ""Security"", ""Health Center"", ""Refectory"", ""Copy Center"", ""Conference Hall"", ""Cafeteria"", ""Career Office"", ""Research Laboratory"", ""Sport Center"", ""Wifi"", ""Library""]",University College Copenhagen (KP)Humletorvet 31799 Copenhagen V
"Gothenburg School of Business, Economics and Law",https://univerlist.com/gothenburg-school-of-business-economics-and-law/,Sweden,Gothenburg,https://univerlist.com/media/cache/22/8d/228d87d0e806be09edd2e6bc42e50b1b.webp,"1,195,307",SEK,https://univerlist.com/media/cache/88/fc/88fc85673c7266225eefda4b8b94e3c6.webp,Private,7.500,500.0,Private,,No,None,,-,No,,,,,[],"[""Biomechanics Laboratory"", ""Fitness Center"", ""Copy Center"", ""Dormitory"", ""Strategy Games Room"", ""Gym"", ""Career Office"", ""Academic Counseling"", ""Library""]","Gothenburg School of Business, Economics and Law"
Lund University,https://univerlist.com/lund-university/,Sweden,Lund,https://univerlist.com/media/cache/11/c5/11c566a8388e5d5472c8be6cdd8c54f6.webp,"3,562,629",SEK,https://univerlist.com/media/cache/34/ba/34ba60ef511db9eb8340f0621d335168.webp,Public,40.000,5.28,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Bank"", ""Clubs and Societies"", ""Security"", ""Health Center"", ""Museum"", ""Cafeteria"", ""Bikes on Campus"", ""Research Laboratory"", ""Sport Center"", ""Prayer Room"", ""Stadium"", ""Library""]",Lund University
KU Leuven University,https://univerlist.com/ku-leuven-university/,Belgium,Leuven,https://univerlist.com/media/cache/7e/08/7e081d4cf5c49e3f53affcea0f616849.webp,"79,537",EUR,https://univerlist.com/media/cache/97/ac/97acecc2c0a4e46bcb24ad249e04593e.webp,Private,50.700,6.5,Private,,Yes,None,,-,Yes,,,,,[],"[""Bank"", ""Walking Track"", ""Security"", ""Health Center"", ""Gym"", ""Cafeteria"", ""Student Central"", ""Theatre"", ""Library""]",KU Leuven University
San José State University,https://univerlist.com/san-jose-state-university/,United States of America,Washington,https://univerlist.com/media/cache/b0/70/b070b01543d7fdd49e87f14917cf17f2.webp,"1,449,501",USD,https://univerlist.com/media/cache/c4/af/c4afb5f60a489d896410b9b2e6a8474f.webp,Public,27.778,,Public,,Yes,Public University,,-,No,,,,,[],"[""Walking Track"", ""Fitness Center"", ""Cargo"", ""Car Park"", ""Spa Center"", ""Swimming Pool"", ""Copy Center"", ""Cafeteria"", ""Career Office""]",1 Washington Sq San Jose CA 95192 United States
University System of Maryland,https://univerlist.com/university-system-of-maryland/,United States of America,Washington,https://univerlist.com/media/cache/d3/8a/d38a6b925671b9337391f37ed55ce911.webp,"1,176,265",USD,https://univerlist.com/media/cache/97/48/9748899e73cc395dd3692b25182d8cc2.webp,Public,6.799,1.324,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Bank"", ""Walking Track"", ""Car Park"", ""Security"", ""Health Center"", ""Gym"", ""Cafeteria"", ""Career Office"", ""Academic Counseling""]",University System of Maryland
Louisiana State University,https://univerlist.com/louisiana-state-university/,United States of America,Baton Rouge,https://univerlist.com/media/cache/02/13/0213fc09918c51e0fb1a9bbe678e0a53.webp,"2,108,908",USD,https://univerlist.com/media/cache/18/97/18979fcc994d6ac2b01642872f110760.webp,Public,23.331,,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Biological', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'Sport Administration', 'language': 'English', 'year': '3', 'tuition': None}]","[""Security"", ""Dry Cleaner"", ""Health Center"", ""Drawing Centre"", ""Copy Center"", ""Conference Hall"", ""Student House"", ""Gym"", ""Library""]",Baton Rouge LA 70803 United States
University of Central Florida,https://univerlist.com/university-of-central-florida/,United States of America,Orlando,https://univerlist.com/media/cache/80/5b/805b06d929b321f2a3c676cd4864a6b0.webp,,USD,https://univerlist.com/media/cache/9e/b5/9eb5d1f557596ebd74aa0ac18fdc5c61.webp,Public,56.458,,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Biology', 'language': 'English', 'year': '4', 'tuition': None}]","[""Bank"", ""Music Studio"", ""Security"", ""Gym"", ""Career Office"", ""Sport Center"", ""Student Central"", ""Library""]",4000 Central Florida Blvd Orlando FL 32816 United States
Psl Research University Paris,https://univerlist.com/psl-research-university-paris/,France,Paris,https://univerlist.com/media/cache/cb/3d/cb3da77ff22788bff74038decd695fe9.webp,"238,957",EUR,https://univerlist.com/media/cache/03/6f/036f72be9e8e85850d47d180ea11836c.webp,Public,,,Public,,Yes,Public University,,-,Yes,,,,,[],"[""In-campus Transportation"", ""Health Center"", ""Copy Center"", ""Student House"", ""Digital Design Studios"", ""Computer Games and Animation Laboratory"", ""Cafeteria"", ""Bikes on Campus"", ""Research Laboratory"", ""Art Center"", ""Dining Hall"", ""Library""]","60 Rue Mazarine, 75006 Paris, Fransa"
Sophiahemmet University College,https://univerlist.com/sophiahemmet-university-college/,Sweden,Stockholm,https://univerlist.com/media/cache/d1/15/d115200b55c863325661b4909613cb03.webp,"515,679",USD,https://univerlist.com/media/cache/32/de/32dececd929e7b3cc704657a62888e9d.webp,Private,,,Private,,No,None,,-,No,,,,,[],"[""Biomechanics Laboratory"", ""Fitness Center"", ""Copy Center"", ""Student House"", ""Dormitory"", ""Gym"", ""Cafeteria"", ""Career Office"", ""Academic Counseling"", ""Library""]",Sophiahemmet University College
University of Kentucky,https://univerlist.com/university-of-kentucky/,United States of America,Kentucky,https://univerlist.com/media/cache/58/b5/58b5f85c764ca8ebde9b854adeff8085.webp,"2,143,679",USD,https://univerlist.com/media/cache/46/99/46995b2ed0fe4a8fb8c4c05d533a8bfe.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Architecture', 'language': 'English', 'year': '2', 'tuition': None}]","[""Athletics Field"", ""Fitness Center"", ""Security"", ""Dry Cleaner"", ""Copy Center"", ""Conference Hall"", ""Student House"", ""Dormitory"", ""Career Office"", ""Library""]",Lexington KY 40506 United States
University of Tübingen,https://univerlist.com/university-of-tubingen/,Germany,Tübingen,https://univerlist.com/media/cache/96/ed/96ed793f5f3348cbd66c85821a3ba332.webp,"258,799",EUR,https://univerlist.com/media/cache/fa/90/fa90bd9690c71aa0356539d86c607025.webp,Public,27.196,,Public,,Yes,Public University,,-,No,,,,,[],"[""Bank"", ""It Services"", ""Walking Track"", ""Print Centre"", ""Car Park"", ""In-campus Transportation"", ""Security"", ""Health Center"", ""Conference Hall"", ""Cafeteria"", ""Career Office"", ""Student Central"", ""Dining Hall"", ""Library""]",University of TübingenGeschwister-Scholl-Platz72074 TübingenGermany
Kyoto University,https://univerlist.com/kyoto-university/,Japan,Kyoto,https://univerlist.com/media/cache/3a/08/3a08228bbc19a0725497fa16efd2bedf.webp,"603,863",EUR,https://univerlist.com/media/cache/62/1c/621ce2df5e3c2136dcf146f5fe832a3d.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],"[""It Services"", ""Clubs and Societies"", ""Health Center"", ""Refectory"", ""Copy Center"", ""Conference Hall"", ""Dormitory"", ""Exercise and Sport Performance Centre"", ""Cafeteria"", ""Research Laboratory"", ""Academic Counseling"", ""Dining Hall"", ""Wifi"", ""Library""]","Kyoto UniversityYoshida-honmachi, Sakyo-ku, Kyoto 606-8501 JAPAN"
Private University of Göttingen,https://univerlist.com/private-university-of-gottingen/,Germany,Göttingen,https://univerlist.com/media/cache/3e/76/3e76d445f1353d809476f43c30d04b74.webp,"60,386",EUR,https://univerlist.com/media/cache/28/7c/287c321e7272bd9d402971198bcdd25e.webp,Private,,,Private,,Yes,None,,-,No,,,,,[],"[""Security"", ""Cafeteria"", ""Virtual Library"", ""Career Office"", ""Language Centre""]","Weender Landstraße 3-7, 37073 Göttingen, Germany"
Arizona State University,https://univerlist.com/arizona-state-university/,United States of America,Arizona,https://univerlist.com/media/cache/3b/af/3baf9a26505c5a4433dd19fcbfb0a697.webp,,USD,https://univerlist.com/media/cache/54/b2/54b246eb9ef6606fd8cb752980fb8bab.webp,Public,50.320,,Public,,No,Public University,,-,Yes,,,,,"[{'program_name': 'Antropology Ba', 'language': 'English', 'year': '4', 'tuition': None}, {'program_name': 'Applied Leadership Bas', 'language': 'English', 'year': '2', 'tuition': None}, {'program_name': 'Art History Ba', 'language': 'English', 'year': '5', 'tuition': None}, {'program_name': 'Biochemistry Bs', 'language': 'English', 'year': '5', 'tuition': None}, {'program_name': 'Biological Sciences Bs', 'language': 'English', 'year': '5', 'tuition': None}, {'program_name': 'Business Administration Ba', 'language': 'English', 'year': '5', 'tuition': None}, {'program_name': 'Business Communication Ba', 'language': 'English', 'year': '5', 'tuition': None}, {'program_name': 'Business Corporate Accounting Ba', 'language': 'English', 'year': '5', 'tuition': None}]","[""Athletics Field"", ""Bank"", ""Walking Track"", ""Fitness Center"", ""Car Park"", ""Security"", ""Swimming Pool"", ""Health Center"", ""Student House"", ""Digital Design Studios"", ""Gym"", ""Career Office"", ""Research Laboratory"", ""Student Central"", ""Dining Hall"", ""Library""]",Arizona State University - United States
University of Pennsylvania,https://univerlist.com/university-of-pennsylvania/,United States of America,Philadelphia,https://univerlist.com/media/cache/12/df/12dffa270d748168d005a063bad3de11.webp,"3,912,976",USD,https://univerlist.com/media/cache/57/e5/57e5d7137451a3ea7cb43d3fb815c6a1.webp,Private,22.432,,Private,,No,None,,-,No,,,,,[],"[""Athletics Field"", ""Walking Track"", ""Biomechanics Laboratory"", ""Clubs and Societies"", ""Conference Hall"", ""Student House"", ""Digital Design Studios"", ""Computer Games and Animation Laboratory"", ""Exercise and Sport Performance Centre"", ""Museum"", ""Ice Rink"", ""Research Laboratory"", ""Art Center"", ""Golf Course"", ""Dining Hall"", ""Library""]",Philadelphia PA 19104 USA
California Institute of Technology,https://univerlist.com/california-institute-of-technology/,United States of America,California,https://univerlist.com/media/cache/ff/13/ff130eacaa5e1d4bae8d0fb3d12cd233.webp,,USD,https://univerlist.com/media/cache/0e/f1/0ef1ac26722c248e5a4d3da5b31575e0.webp,Private,,,Private,,No,None,,-,Yes,,,,,[],"[""Athletics Field"", ""Walking Track"", ""Music Studio"", ""Clubs and Societies"", ""Security"", ""Student House"", ""Digital Design Studios"", ""Computer Games and Animation Laboratory"", ""Exercise and Sport Performance Centre"", ""Cafeteria"", ""Bikes on Campus"", ""Research Laboratory"", ""Theatre"", ""Library""]",1200 E California Blvd Pasadena CA 91125 United States
Paris-Sud University,https://univerlist.com/paris-sud-university/,France,Paris,https://univerlist.com/media/cache/5e/b0/5eb0c405cb1c14167cac6fc2055c3666.webp,"15,986",USD,https://univerlist.com/media/cache/7e/3d/7e3d75d3cf1b36ec3524fd9b95705593.webp,Public,,,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Bank"", ""It Services"", ""Walking Track"", ""Fitness Center"", ""Car Park"", ""In-campus Transportation"", ""Clubs and Societies"", ""Security"", ""Health Center"", ""Gym"", ""Research Laboratory"", ""Gallery"", ""Wifi"", ""Library""]",Paris-Sud University
Tokyo University of Science,https://univerlist.com/tokyo-university-of-science/,Japan,Tokyo,https://univerlist.com/media/cache/26/18/2618fac366a8158bc1b17b803ba2d670.webp,"488,059",JPY,https://univerlist.com/media/cache/d9/38/d938ce7943625660de2a1f37e39ae98d.webp,Private,,,Private,,No,None,,-,No,,,,,[],"[""It Services"", ""Biomechanics Laboratory"", ""Print Centre"", ""Fitness Center"", ""Car Park"", ""Clubs and Societies"", ""Health Center"", ""Refectory"", ""Copy Center"", ""Conference Hall"", ""Dormitory"", ""Gym"", ""Exercise and Sport Performance Centre"", ""Museum"", ""Cafeteria"", ""Career Office"", ""Research Laboratory"", ""Art Center"", ""Academic Counseling"", ""Dining Hall"", ""Wifi"", ""Computer Room"", ""Library""]","1-3, KAGURAZAKA SHINJUKU-KUTOKYO 162-8601 JAPAN"
University of Tennessee,https://univerlist.com/university-of-tennessee/,United States of America,Knoxville,https://univerlist.com/media/cache/c4/8a/c48ac4aa227a5bc70a911ca021b3eb5d.webp,"2,315,106",USD,https://univerlist.com/media/cache/0c/93/0c936b69cc0e53de8671dc9c90af2ed6.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Anthropology', 'language': 'English', 'year': '-', 'tuition': None}]","[""Fitness Center"", ""Music Studio"", ""Copy Center"", ""Student House"", ""Dormitory"", ""Strategy Games Room"", ""Gym"", ""Career Office"", ""Gallery"", ""Academic Counseling"", ""Library""]",Knoxville TN 37996 United States
